"street","city","zip","lat","long","accuracy","status"
"515 Naples Street","San Francisco",94112,37.720381,-122.431172,8,200
"1187 Noe Street","San Francisco",94114,37.750293,-122.431486,8,200
"4101 Ocean Avenue","San Francisco",94132,37.731993,-122.488286,8,200
"1979 Ofarrell Street #11","San Francisco",94115,37.782773,-122.436979,8,200
"1250 Page Street #3","San Francisco",94117,37.771949,-122.44146,8,200
"2608 Phelps Street","San Francisco",94124,37.729149,-122.401185,8,200
"50 Regent Street","San Francisco",94112,37.709792,-122.456288,8,200
"219 Richland Avenue","San Francisco",94110,37.736117,-122.422535,8,200
"79 Rolph Street","San Francisco",94112,37.715353,-122.440132,8,200
"814 Rolph Street","San Francisco",94112,37.711298,-122.429729,8,200
"365 Santa Ana Avenue","San Francisco",94127,37.730264,-122.467833,8,200
"1941 Silver Avenue","San Francisco",94124,37.73541,-122.401213,8,200
"140 South Van Ness Avenue #737","San Francisco",94103,37.771601,-122.418243,8,200
"197 Teddy Avenue","San Francisco",94134,37.714335,-122.406443,8,200
"371 Teddy Avenue","San Francisco",94134,37.715359,-122.410203,8,200
"312 Utah Street","San Francisco",94103,37.765534,-122.406834,8,200
"2865 Vallejo Street","San Francisco",94123,37.79376,-122.444385,8,200
"33 Vandewater Street #302","San Francisco",94133,37.805241,-122.412597,8,200
"784 Victoria Street","San Francisco",94127,37.724741,-122.463936,8,200
"611 Washington Street #2503","San Francisco",94111,37.795525,-122.403466,8,200
"2404 Washington Street","San Francisco",94115,37.791798,-122.433034,8,200
"890 Wisconsin Street","San Francisco",94107,37.756059,-122.399134,8,200
"1920 16th Avenue","San Francisco",94116,37.75208,-122.472758,8,200
"2670 17th Avenue","San Francisco",94116,37.73812,-122.472872,8,200
"4150 17th Street #29","San Francisco",94114,37.762403,-122.438443,8,200
"2018 18th Avenue","San Francisco",94116,37.750153,-122.474802,8,200
"2600 18th Street #16","San Francisco",94110,37.761901,-122.408213,8,200
"4735 18th Street","San Francisco",94114,37.76005,-122.443916,8,200
"1630 19th Avenue","San Francisco",94122,37.757376,-122.476316,8,200
"4769 19th Street","San Francisco",94114,37.758738,-122.443128,8,200
"516 21st Avenue","San Francisco",94121,37.77802,-122.480021,8,200
"1711 22nd Avenue","San Francisco",94122,37.755676,-122.480061,8,200
"2780 23rd Street","San Francisco",94110,37.75461,-122.407946,8,200
"538 25th Avenue","San Francisco",94121,37.779285,-122.484347,8,200
"2259 25th Avenue","San Francisco",94116,37.74538,-122.482632,8,200
"2345 25th Street","San Francisco",94107,37.751813,-122.402119,8,200
"1530 26th Avenue","San Francisco",94122,37.758892,-122.483993,8,200
"3037 26th Street","San Francisco",94110,37.749299,-122.410319,8,200
"1838 27th Avenue","San Francisco",94122,37.753107,-122.484663,8,200
"270 28th Avenue","San Francisco",94121,37.784323,-122.487933,8,200
"1490 29th Avenue","San Francisco",94122,37.75959,-122.487308,8,200
"1942 29th Avenue","San Francisco",94116,37.751089,-122.486667,8,200
"1962 29th Avenue","San Francisco",94116,37.750746,-122.486643,8,200
"2519 29th Avenue","San Francisco",94116,37.74028,-122.486569,8,200
"1258 2nd Avenue","San Francisco",94122,37.765058,-122.458875,8,200
"1239 32nd Avenue","San Francisco",94122,37.76402,-122.491459,8,200
"1519 34th Avenue","San Francisco",94122,37.758664,-122.493234,8,200
"2527 34th Avenue","San Francisco",94116,37.739843,-122.491919,8,200
"2743 34th Avenue","San Francisco",94116,37.736452,-122.491706,8,200
"642 35th Avenue","San Francisco",94121,37.77686,-122.494922,8,200
"300 3rd Street #304","San Francisco",94107,37.783511,-122.398939,8,200
"615 40th Avenue","San Francisco",94121,37.777067,-122.500925,8,200
"791 40th Avenue","San Francisco",94121,37.773902,-122.500674,8,200
"2355 41st Avenue","San Francisco",94116,37.742759,-122.499644,8,200
"1746 43rd Avenue","San Francisco",94122,37.754088,-122.501928,8,200
"1345 5th Avenue","San Francisco",94122,37.763384,-122.462301,8,200
"66 6th Avenue","San Francisco",94118,37.787337,-122.464402,8,200
"239 8th Street #12","San Francisco",94103,37.775784,-122.41108,8,200
"1554 9th Avenue","San Francisco",94122,37.759288,-122.466018,8,200
"320 Alabama Street #14","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #18","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #23","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #6","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #7","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #8","San Francisco",94110,37.765247,-122.412396,8,200
"329 Alabama Street #5","San Francisco",94110,37.765142,-122.412386,8,200
"55 Alpha Street","San Francisco",94134,37.714953,-122.40288,8,200
"81 Alpha Street","San Francisco",94134,37.714643,-122.403222,8,200
"15 Amber Drive","San Francisco",94131,37.745806,-122.443675,8,200
"2623 Anza Street","San Francisco",94121,37.778284,-122.476498,8,200
"444 Arkansas Street","San Francisco",94107,37.760549,-122.398286,8,200
"15 Balceta Avenue","San Francisco",94127,37.746144,-122.456188,8,200
"25 Bartlett Street #3","San Francisco",94110,37.756517,-122.42003,8,200
"446 Bayview Circle","San Francisco",94124,37.73283,-122.396145,8,200
"400 Beale Street #1107","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #504","San Francisco",94105,37.787459,-122.39117,8,200
"32 Bradford Street","San Francisco",94110,37.742769,-122.40956,8,200
"229 Brazil Avenue #3","San Francisco",94112,37.723873,-122.43258,8,200
"145 Broderick Street #203","San Francisco",94117,37.771615,-122.439186,8,200
"1510 Broderick Street","San Francisco",94115,37.784312,-122.441413,8,200
"2730 Broderick Street","San Francisco",94123,37.795582,-122.443306,8,200
"3238 Broderick Street","San Francisco",94123,37.80031,-122.444642,8,200
"925 Cabrillo Street","San Francisco",94118,37.774896,-122.468668,8,200
"1177 California Street #825","San Francisco",94108,37.79099,-122.413658,8,200
"3069 California Street","San Francisco",94115,37.787201,-122.444813,8,200
"728 Castro Street","San Francisco",94114,37.756902,-122.434983,8,200
"3754 Cesar Chavez Street","San Francisco",94110,37.748094,-122.423583,8,200
"150 Chenery Street","San Francisco",94131,37.739116,-122.426001,8,200
"894 Chestnut Street","San Francisco",94133,37.803179,-122.418033,8,200
"370 Church Street","San Francisco",94114,37.764859,-122.428706,8,200
"1260 Clay Street #202","San Francisco",94108,37.793334,-122.414011,8,200
"586 Clipper Street","San Francisco",94114,37.748826,-122.437927,8,200
"45 Collingwood Street","San Francisco",94114,37.76171,-122.435924,8,200
"655 Corbett Avenue #B","San Francisco",94114,37.756504,-122.442974,8,200
"20 Cordova Street","San Francisco",94112,37.713004,-122.436436,8,200
"48 Cortland Avenue","San Francisco",94110,37.740476,-122.421901,8,200
"34 Crestlake Drive","San Francisco",94132,37.735198,-122.480639,8,200
"535 Dewey Boulevard","San Francisco",94116,37.74475,-122.461974,8,200
"1543 Dolores Street","San Francisco",94110,37.744852,-122.424153,8,200
"77 Dow Place #711","San Francisco",94107,37.784563,-122.396374,8,200
"122 Edgewood Avenue","San Francisco",94117,37.763395,-122.454683,8,200
"77 Farallones Street","San Francisco",94112,37.713826,-122.455094,8,200
"583 Fell Street","San Francisco",94102,37.775346,-122.427462,8,200
"855 Folsom Street #722","San Francisco",94107,37.780951,-122.402502,8,200
"3219 Folsom Street","San Francisco",94110,37.746385,-122.413162,8,200
"171 Forest View Drive","San Francisco",94132,37.731417,-122.483838,8,200
"2040 Franklin Street #1102","San Francisco",94109,37.793519,-122.424316,8,200
"3129 Geary Boulevard #3","San Francisco",94118,37.781748,-122.452667,8,200
"869 Geneva Avenue","San Francisco",94112,37.717232,-122.441152,8,200
"512 Gennessee Street","San Francisco",94127,37.732585,-122.450879,8,200
"109 Glenview Drive","San Francisco",94131,37.748204,-122.447953,8,200
"633 Hampshire Street #5","San Francisco",94110,37.76138,-122.40817,8,200
"261 Henry Street","San Francisco",94114,37.766218,-122.436728,8,200
"970 Ingerson Avenue","San Francisco",94124,37.71899,-122.392274,8,200
"2919 Jackson Street","San Francisco",94115,37.79138,-122.443346,8,200
"235 Judson Avenue","San Francisco",94112,37.728021,-122.447221,8,200
"675 Kansas Street","San Francisco",94107,37.761241,-122.402891,8,200
"35 Kronquist Court","San Francisco",94131,37.74669,-122.434748,8,200
"2947 Larkin Street","San Francisco",94109,37.805186,-122.422117,8,200
"219 Liberty Street","San Francisco",94114,37.75714,-122.426445,8,200
"239 Lisbon Street","San Francisco",94112,37.724357,-122.431478,8,200
"101 Lombard Street #103E","San Francisco",94111,37.804025,-122.403352,8,200
"101 Lombard Street #914W","San Francisco",94111,37.804025,-122.403352,8,200
"1819 Lyon Street #1","San Francisco",94115,37.788047,-122.445821,8,200
"271 Mangels Avenue","San Francisco",94131,37.732875,-122.443647,8,200
"2001 McAllister Street #119","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #314","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #320","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #326","San Francisco",94118,37.776986,-122.444971,8,200
"63 Minerva Street","San Francisco",94112,37.715533,-122.454896,8,200
"913 Minnesota Street","San Francisco",94107,37.759044,-122.390012,8,200
"1655 Mission Street #546","San Francisco",94103,37.771501,-122.419446,8,200
"3224 Moraga Street","San Francisco",94122,37.755401,-122.497467,8,200
"50 Mountain Spring Avenue","San Francisco",94114,37.758389,-122.449682,8,200
"1 Nebraska Street","San Francisco",94110,37.741253,-122.410202,8,200
"70 Nebraska Street","San Francisco",94110,37.740275,-122.410722,8,200
"515 Noriega Street","San Francisco",94122,37.755046,-122.469208,8,200
"8100 Oceanview Terrace #201","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #206","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #306","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #312","San Francisco",94132,37.710698,-122.466194,8,200
"75 Ora Way #202D","San Francisco",94131,37.740907,-122.43685,8,200
"1895 Pacific Avenue #402","San Francisco",94109,37.794168,-122.426243,8,200
"2266 Pacific Avenue #3","San Francisco",94115,37.793898,-122.432617,8,200
"2410 Pacific Avenue #5","San Francisco",94115,37.793547,-122.435306,8,200
"461 Panorama Drive","San Francisco",94131,37.752738,-122.4513,8,200
"42 Pearl Street","San Francisco",94103,37.770528,-122.424101,8,200
"448 Peninsula Avenue","San Francisco",94134,37.710032,-122.399948,8,200
"840 Powell Street #302","San Francisco",94108,37.792669,-122.408839,8,200
"1170 Rhode Island Street","San Francisco",94107,37.755019,-122.401947,8,200
"1001 Saddleback Drive","San Francisco",94134,37.709596,-122.426928,8,200
"378 San Carlos Street","San Francisco",94110,37.757327,-122.419918,8,200
"261 Santa Paula Avenue","San Francisco",94127,37.735815,-122.46275,8,200
"140 South Van Ness Avenue #609","San Francisco",94103,37.771601,-122.418243,8,200
"643 Spruce Street","San Francisco",94118,37.782938,-122.453727,8,200
"58 Stanford Heights Avenue","San Francisco",94127,37.734899,-122.449642,8,200
"90 Teddy Avenue","San Francisco",94134,37.713917,-122.403966,8,200
"127 Tucker Avenue","San Francisco",94134,37.715887,-122.406593,8,200
"291 Ulloa Street","San Francisco",94127,37.742121,-122.456433,8,200
"601 Van Ness Avenue #401","San Francisco",94102,37.781099,-122.420697,8,200
"33 Vandewater Street #205","San Francisco",94133,37.805241,-122.412597,8,200
"201 Velasco Avenue","San Francisco",94134,37.708342,-122.414415,8,200
"3107 Washington Street","San Francisco",94115,37.790152,-122.444678,8,200
"155 Westwood Drive","San Francisco",94112,37.728749,-122.45942,8,200
"61 Whitney Street","San Francisco",94131,37.740679,-122.427447,8,200
"1444 York Street","San Francisco",94110,37.74904,-122.408103,8,200
"1555 Yosemite Avenue #23","San Francisco",94124,37.726006,-122.391017,8,200
"1631 11th Avenue","San Francisco",94122,37.757718,-122.468346,8,200
"547 16th Avenue","San Francisco",94118,37.777689,-122.475219,8,200
"2070 16th Avenue","San Francisco",94116,37.749404,-122.472573,8,200
"2625 16th Street","San Francisco",94103,37.765515,-122.412604,8,200
"3456 16th Street","San Francisco",94114,37.764685,-122.430046,8,200
"1215 17th Avenue #2","San Francisco",94122,37.765091,-122.475414,8,200
"338 18th Avenue","San Francisco",94121,37.781614,-122.476993,8,200
"1234 18th Avenue","San Francisco",94122,37.76473,-122.475804,8,200
"4554 18th Street","San Francisco",94114,37.760593,-122.440232,8,200
"2334 19th Avenue","San Francisco",94116,37.74425,-122.475398,8,200
"1317 19th Street","San Francisco",94107,37.761209,-122.395853,8,200
"346 1st Street #205","San Francisco",94105,37.78654,-122.394034,8,200
"1701 22nd Avenue","San Francisco",94122,37.755812,-122.480071,8,200
"1955 22nd Avenue","San Francisco",94116,37.751177,-122.479811,8,200
"2250 24th Street #126","San Francisco",94107,37.753272,-122.401961,8,200
"2250 24th Street #230","San Francisco",94107,37.753272,-122.401961,8,200
"2278 25th Avenue","San Francisco",94116,37.745066,-122.481951,8,200
"623 26th Avenue","San Francisco",94121,37.77763,-122.485964,8,200
"2219 26th Avenue","San Francisco",94116,37.746019,-122.483753,8,200
"2957 26th Street","San Francisco",94110,37.749337,-122.409163,8,200
"364 27th Street","San Francisco",94131,37.74705,-122.428476,8,200
"1414 28th Avenue","San Francisco",94122,37.760929,-122.486395,8,200
"1995 30th Avenue","San Francisco",94116,37.750124,-122.488248,8,200
"2414 30th Avenue","San Francisco",94116,37.742193,-122.48719,8,200
"517 30th Street","San Francisco",94131,37.741594,-122.43127,8,200
"1779 32nd Avenue","San Francisco",94122,37.754033,-122.49076,8,200
"2550 32nd Avenue","San Francisco",94116,37.739617,-122.489091,8,200
"1771 33rd Avenue","San Francisco",94122,37.754133,-122.491844,8,200
"1327 35th Avenue","San Francisco",94122,37.762236,-122.494561,8,200
"484 38th Avenue","San Francisco",94121,37.779846,-122.498416,8,200
"1659 41st Avenue","San Francisco",94122,37.755815,-122.500556,8,200
"2559 41st Avenue","San Francisco",94116,37.739031,-122.499383,8,200
"338 5th Avenue","San Francisco",94118,37.782249,-122.462969,8,200
"1719 7th Avenue","San Francisco",94122,37.75624,-122.463984,8,200
"320 Alabama Street #12","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #4","San Francisco",94110,37.765247,-122.412396,8,200
"445 Amazon Avenue","San Francisco",94112,37.715929,-122.436209,8,200
"190 Arguello Boulevard #1","San Francisco",94118,37.786879,-122.4593,8,200
"50 Arnold Avenue","San Francisco",94110,37.734367,-122.419938,8,200
"306 Baden Street","San Francisco",94131,37.732569,-122.439471,8,200
"70 Barcelona Avenue","San Francisco",94115,37.780659,-122.444305,8,200
"400 Beale Street #1095","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #402","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #511","San Francisco",94105,37.787459,-122.39117,8,200
"574 Belvedere Street","San Francisco",94117,37.762229,-122.447561,8,200
"229 Brannan Street #5G","San Francisco",94107,37.782863,-122.390787,8,200
"2040 Broadway Street #301","San Francisco",94115,37.795054,-122.431241,8,200
"403 Broderick Street #1","San Francisco",94117,37.774005,-122.439599,8,200
"535 Burnett Avenue #6","San Francisco",94131,37.752695,-122.444586,8,200
"716 Cabrillo Street","San Francisco",94118,37.775498,-122.466477,8,200
"1177 California Street #1211","San Francisco",94108,37.79099,-122.413658,8,200
"663 Cambridge Street","San Francisco",94134,37.72334,-122.416798,8,200
"1775 Cayuga Avenue","San Francisco",94112,37.714404,-122.448919,8,200
"111 Chestnut Street #302","San Francisco",94111,37.80469,-122.40596,8,200
"551 Cordova Street","San Francisco",94112,37.708851,-122.434072,8,200
"60 Cragmont Avenue","San Francisco",94116,37.750221,-122.467164,8,200
"1063 De Haro Street","San Francisco",94107,37.756322,-122.400475,8,200
"5044 Diamond Heights Boulevard #12","San Francisco",94131,37.746527,-122.443662,8,200
"2402 Divisadero Street","San Francisco",94115,37.7917,-122.441168,8,200
"3124 Divisadero Street","San Francisco",94123,37.798553,-122.442216,8,200
"1041 Dolores Street #3","San Francisco",94110,37.752742,-122.424828,8,200
"77 Dow Place #109","San Francisco",94107,37.784563,-122.396374,8,200
"77 Dow Place #1311","San Francisco",94107,37.784563,-122.396374,8,200
"222 El Camino Del Mar","San Francisco",94121,37.787841,-122.485709,8,200
"183 Elsie Street","San Francisco",94110,37.741404,-122.418389,8,200
"2088 Fell Street","San Francisco",94117,37.772404,-122.452229,8,200
"1624 Filbert Street #4","San Francisco",94123,37.799441,-122.426362,8,200
"154 Florentine Street","San Francisco",94112,37.711235,-122.443109,8,200
"75 Folsom Street #901","San Francisco",94105,37.790247,-122.390768,8,200
"445 Francisco Street #F404","San Francisco",94133,37.804831,-122.412459,8,200
"602 Funston Avenue","San Francisco",94118,37.776694,-122.471203,8,200
"1807 Gough Street #301","San Francisco",94109,37.790449,-122.426012,8,200
"3031 Gough Street","San Francisco",94123,37.801311,-122.428101,8,200
"1450 Greenwich Street #202","San Francisco",94109,37.800684,-122.423514,8,200
"2531 Greenwich Street","San Francisco",94123,37.798038,-122.441337,8,200
"560 Haight Street #101","San Francisco",94117,37.771999,-122.431481,8,200
"330 Hale Street","San Francisco",94134,37.731433,-122.411522,8,200
"178 Hancock Street","San Francisco",94114,37.760409,-122.432276,8,200
"231 Hartford Street","San Francisco",94114,37.758852,-122.433376,8,200
"885 Hayes Street","San Francisco",94117,37.775686,-122.43085,8,200
"88 Hoff Street #105","San Francisco",94110,37.763907,-122.420719,8,200
"645 Hyde Street","San Francisco",94109,37.786847,-122.416774,8,200
"2780 Jackson Street","San Francisco",94115,37.791694,-122.440896,8,200
"3850 Jackson Street","San Francisco",94118,37.789634,-122.45845,8,200
"1250 Jones Street #1103","San Francisco",94109,37.793057,-122.414073,8,200
"129 Juanita Way","San Francisco",94127,37.742864,-122.453869,8,200
"88 King Street #1107","San Francisco",94107,37.780425,-122.389171,8,200
"1639 Kirkwood Avenue","San Francisco",94124,37.738396,-122.390898,8,200
"855 La Playa Street #364","San Francisco",94121,37.772212,-122.510068,8,200
"127 Lawton Street","San Francisco",94122,37.758285,-122.464284,8,200
"971 Le Conte Avenue","San Francisco",94124,37.717769,-122.396188,8,200
"2254 Leavenworth Street","San Francisco",94133,37.802003,-122.4177,8,200
"101 Lombard Street #809W","San Francisco",94111,37.804025,-122.403352,8,200
"220 Lombard Street #621","San Francisco",94111,37.803747,-122.405572,8,200
"11 Loyola Terrace","San Francisco",94117,37.775721,-122.44911,8,200
"403 Main Street #215N","San Francisco",94105,37.788108,-122.390284,8,200
"157 Majestic Avenue","San Francisco",94112,37.71589,-122.452492,8,200
"9 Marietta Drive","San Francisco",94127,37.742585,-122.450147,8,200
"1020 Mariposa Street #3","San Francisco",94107,37.764,-122.39412,8,200
"259 Maynard Street","San Francisco",94112,37.729686,-122.424705,8,200
"1288 McAllister Street #301","San Francisco",94115,37.778692,-122.433242,8,200
"1356 McAllister Street","San Francisco",94115,37.778339,-122.434303,8,200
"1963 McAllister Street #1","San Francisco",94115,37.776748,-122.444343,8,200
"2001 McAllister Street #131","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #219","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #228","San Francisco",94118,37.776986,-122.444971,8,200
"33 Midway Street #204","San Francisco",94133,37.805612,-122.409653,8,200
"966 Minnesota Street","San Francisco",94107,37.758274,-122.390564,8,200
"30 Miramar Avenue","San Francisco",94112,37.718814,-122.457852,8,200
"1410 Monterey Boulevard","San Francisco",94127,37.731903,-122.463481,8,200
"59 Nevada Street","San Francisco",94110,37.742054,-122.411119,8,200
"1124 Newhall Street","San Francisco",94124,37.737284,-122.390995,8,200
"3820 Noriega Street","San Francisco",94122,37.753215,-122.504773,8,200
"8100 Oceanview Terrace #104","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #111","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #315","San Francisco",94132,37.710698,-122.466194,8,200
"3730 Ortega Street","San Francisco",94122,37.751414,-122.503729,8,200
"28 Paramount Terrace","San Francisco",94118,37.776398,-122.455537,8,200
"455 Pennsylvania Avenue","San Francisco",94107,37.760757,-122.393089,8,200
"1406 Post Street","San Francisco",94109,37.786333,-122.425291,8,200
"1316 Powell Street","San Francisco",94133,37.796795,-122.409861,8,200
"28 Prescott Court","San Francisco",94133,37.798908,-122.40304,8,200
"1760 Quesada Avenue","San Francisco",94124,37.734176,-122.392386,8,200
"1271 Revere Avenue","San Francisco",94124,37.72797,-122.384184,8,200
"82 Rotteck Street","San Francisco",94112,37.7316,-122.43102,8,200
"1170 Sacramento Street #13B","San Francisco",94108,37.79293,-122.41219,8,200
"466 San Bruno Avenue","San Francisco",94110,37.763708,-122.40569,8,200
"306 Sanchez Street","San Francisco",94114,37.764171,-122.430861,8,200
"1736 Sanchez Street","San Francisco",94131,37.741321,-122.429155,8,200
"135 Santa Ynez Avenue","San Francisco",94112,37.724713,-122.440983,8,200
"239 Santos Street","San Francisco",94134,37.709435,-122.419632,8,200
"88 Saturn Street","San Francisco",94114,37.762813,-122.442782,8,200
"12 Scott Aly","San Francisco",94107,37.780039,-122.401952,8,200
"60 Seal Rock Drive","San Francisco",94121,37.780966,-122.507382,8,200
"32 Seville Street","San Francisco",94112,37.712213,-122.434772,8,200
"168 South Lake Merced Hills","San Francisco",94132,37.709498,-122.483786,8,200
"1390 South Van Ness Avenue #101","San Francisco",94110,37.750939,-122.416466,8,200
"213 Stoneridge Lane #6203","San Francisco",94134,37.710489,-122.426453,8,200
"366 Sussex Street","San Francisco",94131,37.737324,-122.438902,8,200
"1483 Sutter Street #1407","San Francisco",94109,37.787167,-122.424149,8,200
"2040 Sutter Street #404","San Francisco",94115,37.786217,-122.434364,8,200
"724 Teresita Boulevard","San Francisco",94127,37.735152,-122.44653,8,200
"62 Tingley Street","San Francisco",94112,37.729062,-122.433023,8,200
"2055 Turk Boulevard","San Francisco",94115,37.778832,-122.442926,8,200
"3173 Turk Boulevard","San Francisco",94118,37.776918,-122.45797,8,200
"1721 Ulloa Street","San Francisco",94116,37.740967,-122.474939,8,200
"601 Van Ness Avenue #325","San Francisco",94102,37.781099,-122.420697,8,200
"207 Velasco Avenue","San Francisco",94134,37.708365,-122.414496,8,200
"551 Vienna Street","San Francisco",94112,37.719601,-122.430723,8,200
"638 Vienna Street","San Francisco",94112,37.718406,-122.432308,8,200
"35 Wanda Street","San Francisco",94112,37.722951,-122.439911,8,200
"1915 Washington Street","San Francisco",94109,37.792628,-122.424844,8,200
"3565 Washington Street","San Francisco",94118,37.78913,-122.451592,8,200
"3 Whitecliff Way","San Francisco",94124,37.73357,-122.394685,8,200
"2047 10th Avenue","San Francisco",94116,37.750028,-122.466733,8,200
"2311 15th Avenue","San Francisco",94116,37.744828,-122.471726,8,200
"1839 15th Street #119","San Francisco",94103,37.765478,-122.424906,8,200
"2416 15th Street","San Francisco",94114,37.766136,-122.437289,8,200
"2610 18th Avenue","San Francisco",94116,37.7391,-122.47407,8,200
"2600 18th Street #5","San Francisco",94110,37.761901,-122.408213,8,200
"4525 18th Street","San Francisco",94114,37.760331,-122.439989,8,200
"178 20th Avenue","San Francisco",94121,37.784496,-122.479706,8,200
"2551 20th Avenue","San Francisco",94116,37.740161,-122.476892,8,200
"623 21st Avenue","San Francisco",94121,37.775988,-122.480465,8,200
"2959 23rd Avenue","San Francisco",94132,37.733454,-122.479563,8,200
"4313 24th Street","San Francisco",94114,37.750783,-122.439122,8,200
"587 29th Avenue","San Francisco",94121,37.778242,-122.489146,8,200
"303 30th Street","San Francisco",94131,37.742029,-122.427084,8,200
"2574 40th Avenue","San Francisco",94116,37.738833,-122.497633,8,200
"1967 41st Avenue","San Francisco",94116,37.75008,-122.500157,8,200
"1518 42nd Avenue","San Francisco",94122,37.758343,-122.501149,8,200
"1479 43rd Avenue","San Francisco",94122,37.759107,-122.50294,8,200
"1582 46th Avenue","San Francisco",94122,37.757051,-122.505405,8,200
"1642 47th Avenue","San Francisco",94122,37.755833,-122.50635,8,200
"746 4th Avenue","San Francisco",94118,37.774733,-122.461351,8,200
"677 5th Avenue","San Francisco",94118,37.775869,-122.462847,8,200
"638 8th Avenue","San Francisco",94118,37.776398,-122.465771,8,200
"1556 8th Avenue","San Francisco",94122,37.759269,-122.464578,8,200
"320 Alabama Street #11","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #2","San Francisco",94110,37.765247,-122.412396,8,200
"4000 Alemany Boulevard","San Francisco",94132,37.710817,-122.469031,8,200
"154 Alhambra Street","San Francisco",94123,37.802181,-122.439089,8,200
"35 Alvarado Street","San Francisco",94110,37.754184,-122.42212,8,200
"670 Alvarado Street","San Francisco",94114,37.753827,-122.435832,8,200
"30 Amethyst Way","San Francisco",94131,37.746487,-122.445888,8,200
"436 Anderson Street","San Francisco",94110,37.73792,-122.415459,8,200
"503 Anderson Street","San Francisco",94110,37.736981,-122.415168,8,200
"262 Andover Street","San Francisco",94110,37.739605,-122.416665,8,200
"14 Arco Way","San Francisco",94112,37.727218,-122.444093,8,200
"328 Arleta Avenue","San Francisco",94134,37.714875,-122.409498,8,200
"504 Arlington Street","San Francisco",94131,37.735056,-122.430065,8,200
"2445 Bay Street","San Francisco",94123,37.801465,-122.447371,8,200
"400 Beale Street #1604","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #1901","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #604","San Francisco",94105,37.787459,-122.39117,8,200
"219 Brannan Street #14A","San Francisco",94107,37.783028,-122.389927,8,200
"219 Brannan Street #2F","San Francisco",94107,37.783028,-122.389927,8,200
"219 Brannan Street #5B","San Francisco",94107,37.783028,-122.389927,8,200
"279 Bridgeview Drive","San Francisco",94124,37.733649,-122.397343,8,200
"2377 Bush Street","San Francisco",94115,37.786677,-122.436374,8,200
"4225 Cabrillo Street","San Francisco",94121,37.77328,-122.504074,8,200
"650 California Street 26th","San Francisco",94108,37.747974,-122.436027,6,200
"1951 California Street","San Francisco",94109,37.78954,-122.426408,8,200
"2326 California Street #200","San Francisco",94115,37.789344,-122.432774,8,200
"878 Capp Street","San Francisco",94110,37.752618,-122.417579,8,200
"8 Carmel Street","San Francisco",94117,37.761028,-122.44667,8,200
"966 Cayuga Avenue","San Francisco",94112,37.722644,-122.439715,8,200
"1864 Church Street","San Francisco",94131,37.740569,-122.427004,8,200
"1567 Clay Street","San Francisco",94109,37.792703,-122.418825,8,200
"1423 Clement Street","San Francisco",94118,37.782499,-122.474577,8,200
"1315 Cole Street","San Francisco",94117,37.762229,-122.449533,8,200
"301 Congdon Street","San Francisco",94112,37.72894,-122.425838,8,200
"46 Cresta Vista Drive","San Francisco",94127,37.735152,-122.458512,8,200
"219 Cumberland Street #14","San Francisco",94114,37.758611,-122.428652,8,200
"715 De Haro Street","San Francisco",94107,37.760766,-122.400895,8,200
"493 Dellbrook Avenue","San Francisco",94131,37.75491,-122.454506,8,200
"5320 Diamond Heights Boulevard #108K","San Francisco",94131,37.742763,-122.43695,8,200
"1401 Diamond Street","San Francisco",94131,37.746272,-122.435608,8,200
"77 Dow Place #305","San Francisco",94107,37.784563,-122.396374,8,200
"77 Dow Place #706","San Francisco",94107,37.784563,-122.396374,8,200
"284 Duncan Street","San Francisco",94131,37.746369,-122.426472,8,200
"201 Edgewood Avenue","San Francisco",94117,37.762086,-122.455274,8,200
"855 Folsom Street #510","San Francisco",94107,37.780951,-122.402502,8,200
"18 Francis Street","San Francisco",94112,37.727054,-122.433827,8,200
"469 Frederick Street","San Francisco",94117,37.766497,-122.452052,8,200
"2636 Fulton Street","San Francisco",94118,37.774371,-122.460185,8,200
